,Name,Team,Points,PointAverage,FangraphsId,POS
383,Jasson Domínguez,NYY,140.39836200000002,3.3292238122902913,28080,OF
384,Oswald Peraza,NYY,140.104886,2.7236299413885945,22823,3B
385,Emmanuel Rivera,ARI,139.62287999999998,2.6066503497678477,19890,3B
386,Reese McGuire,BOS,139.51667199999997,1.9573622679680514,15674,C
387,Kyle Higashioka,SDP,138.38434300000003,2.2392759556430804,5517,C
388,Trevor Larnach,MIN,138.223537,2.7854900479014644,21501,OF
389,Omar Narváez,NYM,138.076667,2.127804939314179,13338,C
390,Freddy Fermin,KCR,136.29147820000003,2.5687407897439964,21840,C
391,James McCann,BAL,132.632534,2.3073991586843743,12859,C
392,Sam Hilliard,COL,131.95272199999997,2.4591847490826,17954,OF
393,Luke Maile,CIN,130.05782200000002,2.1426153326578863,13355,C
394,Nick Ahmed,SFG,129.662782,2.2533119812592974,12147,SS
395,Ildemaro Vargas,WSN,129.49912,2.2103239042607483,13324,3B
396,Nick Gonzales,PIT,128.63151,2.6175632914612232,27490,2B
397,Owen Miller,MIL,127.923104,2.5427984415997456,24655,1B/2B/ 3B
398,Travis Jankowski,TEX,125.84446200000001,2.333451917835144,13768,OF
399,Kevin Pillar,,125.729586,2.421569547405948,12434,OF
400,Matt Carpenter,STL,124.559561,2.5690859046283308,8090,DH
401,Bobby Dalbec,BOS,123.73991099999999,2.574166182996012,19966,1B
402,Evan Longoria,,123.63015400000002,2.578846393728841,9368,3B
403,Tony Kemp,,123.51095600000001,2.5423192952122187,14894,2B/OF
404,Josh Smith,TEX,120.932688,2.412088056310722,26396,SS/3B/ OF
405,Andrew Knizner,TEX,118.5256863,2.3705421725060702,19514,C
406,Graham Pauley,SDP,118.16235700000001,2.8190207819906914,sa3019858,3B
407,Matt Thaiss,LAA,117.89733000000001,2.281926500560333,19318,C
408,Oscar Colás,,117.772979,2.452157977692319,30162,OF
409,Wil Myers,,116.223846,2.422016362969508,10047,OF
410,Riley Adams,WSN,114.52393799999999,2.369153613186704,19864,C
411,Jace Peterson,ARI,114.25285000000001,2.5201852427809803,12325,2B/3B
412,Austin Barnes,LAD,113.86074599999999,2.233754983049783,12158,C
413,Jacob Stallings,COL,113.8397373,2.1177003867453674,13723,C
414,Deyvison De Los Santos,CLE,113.76688100000001,2.4977963593570585,sa3015168,3B
415,Enmanuel Valdez,BOS,113.122559,2.7157474498431133,21716,2B
416,Oswaldo Cabrera,NYY,111.80117700000001,2.535927384325049,21707,OF
417,Tyler Freeman,CLE,111.69807700000001,2.474991014985365,22532,3B
418,Dylan Crews,WSN,111.480713,2.5888479839486878,sa3022882,OF
419,Kole Calhoun,,111.304811,2.558055019937258,11200,1B
420,Kolten Wong,,110.57330900000001,2.462191099680462,12532,2B
421,Trey Mancini,MIA,110.1758482,2.530503574947576,15149,1B
422,Rougned Odor,,109.977325,2.0494489572676327,12282,2B
423,Jean Segura,CLE,109.253174,2.602505335874226,5933,3B
424,Cade Marlowe,SEA,108.49707,2.5139561934199763,25505,OF
425,Alex Call,WSN,108.36698,2.551864794728935,19296,OF
426,Ji Man Choi,NYM,107.05276889999999,2.6101646006953754,5452,DH
427,Cristian Pache,PHI,106.98366800000002,2.0612192335332575,19948,OF
428,Eduardo Escobar,TOR,106.361679,2.483461263659288,6153,3B
429,James Wood,WSN,106.356425,2.982011579655695,sa3016870,OF
430,Harold Castro,,105.721397,1.853577662685583,14691,2B
431,Raimel Tapia,,104.63366300000001,2.4749547744636566,14350,OF
432,Mike Moustakas,,102.0334839,2.442178471841588,4892,1B/3B
433,Alex Jackson,TBR,100.467012,2.4999567527216175,17276,C
434,Brian Anderson,SEA,100.28961399999999,2.6103695239681723,18289,3B/OF
435,Vidal Bruján,MIA,100.01918300000001,2.3611816628029407,20536,2B
436,Michael Chavis,SEA,99.41628299999999,1.7047155443222035,17321,2B
437,Sam Haggerty,SEA,99.374495,2.408751660380651,18054,OF
438,Alan Trejo,COL,98.618882,2.3743675664743784,20056,2B
439,Matt Mervis,CHC,97.40576100000001,2.818184635147686,27845,1B
440,Jared Walsh,,96.90181199999999,2.5634518389579193,18607,1B
441,AJ Pollock,,96.80949600000001,2.405336341365243,9256,OF
442,Austin Hedges,CLE,96.693491,1.7180912977348808,12976,C
443,Jose Miranda,MIN,96.5464415,2.675765663021246,20538,3B
444,Jake Cave,PHI,96.26996500000001,2.4659377969718164,14477,OF
445,Corey Dickerson,,96.268253,2.3597820587615272,10762,OF
446,Elvis Andrus,,95.06336600000002,2.6243054643028696,8709,2B/SS
447,Alexander Canario,CHC,94.055464,2.708003593186765,22842,OF
448,Pablo Reyes,BOS,93.80210800000002,2.412711152493808,16357,2B/SS
449,Dominic Smith,,93.24877000000001,2.5493896420965148,15653,1B
450,Braden Shewmake,CHW,93.16570499999999,2.0840807766729674,25817,SS
451,Victor Scott II,STL,92.86359999999998,2.968045052704248,sa3019838,OF
452,Jon Singleton,HOU,91.97293499999999,2.3684281884690557,10441,1B
453,Miguel Sanó,LAA,91.60477799999998,3.123756291517193,12164,1B
454,Yuli Gurriel,,90.330819,2.446577422788472,19198,1B
455,Matt Duffy,TEX,90.22597300000001,1.6406870172095258,13836,3B
456,Richie Palacios,TBR,89.205733,2.542089480358491,24589,OF
457,David Fletcher,ATL,89.043936,2.1972647927570454,17992,DH
458,Mike Ford,,88.17167769999999,2.565561482684171,15585,DH
459,Forrest Wall,ATL,87.54275700000001,2.08968004124804,16496,DH
460,Seby Zavala,SEA,86.4391939,1.9753782459556246,18887,C
461,Corey Julks,HOU,86.23805300000001,2.7410748727011516,20311,OF
462,Nick Loftin,KCR,85.577802,2.567660152839411,27630,1B
463,Eguy Rosario,SDP,85.573593,2.535626561180497,19964,3B
464,Dairon Blanco,KCR,84.60575999999999,2.6640351401986866,19779,OF
465,Orelvis Martinez,TOR,83.940275,2.823923370126528,sa3010692,SS
466,Daniel Vogelbach,,82.61332039999999,2.5494712212343495,14130,DH
467,Jonathan Schoop,,82.374028,2.150022524932725,11265,2B/3B
468,Xavier Edwards,MIA,81.232033,2.4712896748736704,22266,2B
469,Brooks Lee,MIN,79.83733600000001,2.6110087254555685,sa3019973,SS
470,Matthew Batten,,79.48105399999999,2.1794499895800192,20157,2B
471,Romy Gonzalez,BOS,79.271179,2.392528823401584,21562,2B
472,Luke Voit,NYM,77.3247839,2.666445415735607,14811,DH
473,Coby Mayo,BAL,77.316644,2.8757427340826753,sa3014479,3B
474,Eric Haase,MIL,76.76804399999999,2.3055474500782345,14111,C/OF
475,Tucker Barnhart,ARI,75.76371,1.8066680815345435,10200,C
476,Francisco Mejía,TBR,74.888559,2.2620568530556024,16403,C
477,Matt Shaw,CHC,74.810674,2.347465506908032,sa3022615,SS
478,Garrett Stubbs,PHI,74.31886999999999,2.1926980745741105,18067,C
479,Brett Phillips,,74.119964,1.60035159387496,14735,DH
480,Jesús Aguilar,,73.9544845,2.0537777916631956,11342,1B
481,David Fry,CLE,73.53397299999999,2.045997623843919,24934,C
482,Austin Meadows,,72.833167,3.095253287208996,15672,OF
483,Rafael Ortega,CHW,71.65228099999999,1.9150017773002672,10323,OF
484,Josh Harrison,,70.019443,2.265620122180086,8202,DH
485,Taylor Trammell,SEA,69.6689924,2.381243459774279,19960,OF
486,Michael Toglia,COL,68.872472,2.5581752066115704,25845,1B
487,Jordan Luplow,ATL,68.6499846,2.472180654686881,16424,DH
488,Rodolfo Castro,PHI,67.41578999999999,2.4288551746997062,21987,2B/SS
489,Pavin Smith,ARI,67.125261,2.5964105271708227,19892,OF
490,Jacob Young,WSN,66.598587,2.6551072829623013,29931,OF
491,Luis Torrens,,66.5584978,1.5389461541663005,15905,C
492,Casey Schmitt,SFG,66.232737,2.243968064670229,27577,SS/3B
493,Tucupita Marcano,SDP,65.583097,2.1112319122840337,22871,SS
494,Michael Stefanic,LAA,65.328217,2.1373257670437815,25353,2B
495,Korey Lee,CHW,65.03729510000001,1.9815998214535997,25543,C
496,Blake Sabol,SFG,64.85155300000001,2.2145729067067346,25805,C/OF
497,Nick Martini,CIN,64.434072,2.5039666107069576,12005,DH
498,Franmil Reyes,,64.224779,2.46831358547562,14566,DH
499,Spencer Horwitz,TOR,64.1745001,2.480135576648091,26477,1B
500,Yu Chang,,64.13255800000002,1.9821529284500083,14773,SS
501,Jordyn Adams,,63.518012,1.7521050192538976,23788,OF
502,Juan Yepez,WSN,63.4642313,2.364759433628319,18400,OF
503,Jake Alu,,62.88283,2.429597017232053,25569,OF
504,Cal Mitchell,SDP,62.7849485,2.2887568305512924,22169,OF
505,Trayce Thompson,NYM,62.087464499999996,2.0939275476203325,9952,OF
506,Óscar Mercado,SDP,61.182991,2.144078350703327,16375,OF
507,Nasim Nuñez,WSN,61.151258,2.6122187811035595,sa3010695,SS
508,Ernie Clement,TOR,60.63424,2.0498945204738463,20352,DH
509,Jackie Bradley Jr.,,60.596837,1.9877982509086614,12984,OF
510,Franchy Cordero,,58.998381,2.2126190627988525,14567,DH
511,Kyle Stowers,BAL,58.424209999999995,2.433926287592536,26151,OF
512,Nick Maton,BAL,57.94535300000001,2.333795954697771,21635,3B
513,Jose Barrero,TEX,57.656254999999994,2.3661128552375086,23378,SS
514,Luis Guillorme,ATL,57.594789999999996,1.9828956337921488,16451,2B
515,Wade Meckler,SFG,57.464285000000004,2.1291032941952364,31490,OF
516,Kevin Newman,ARI,57.292770000000004,2.387158964017267,17696,3B
517,Keston Hiura,DET,56.41818,2.6255179538727873,20003,1B
518,Andrew Velazquez,ATL,56.137811000000006,1.742311865500942,14196,SS
519,Troy Johnston,MIA,55.94192100000001,2.777638690969757,sa3010899,1B
520,Joey Bart,SFG,55.4511423,2.22233925143377,21524,C
521,Alfonso Rivas,STL,55.043932000000005,2.013141981471932,21560,1B
522,Oscar Gonzalez,NYY,54.4860058,2.255626264717084,20970,OF
523,Zack Short,NYM,54.37115610000001,2.1893749360757995,19562,2B
524,Ben Gamel,NYM,54.35700700000001,2.2317981827662523,12160,OF
525,Kevin Smith,NYY,54.142935,1.9359025379186063,20242,SS
526,Tyler Gentry,KCR,54.05872360000001,2.5440596545719805,sa3014485,DH
527,J.P. Martínez,,54.015056999999985,2.634379654602294,24451,OF
528,Tyler Wade,SDP,53.566355,1.8278227058530476,15730,DH
529,Sam Huff,,53.1846941,2.323957374570687,22209,C
530,Jason Delay,PIT,52.894692000000006,1.7964689220444443,19806,C
531,Miles Mastrobuoni,CHC,51.395406,2.3300120591168736,20017,3B
532,Zach Remillard,,50.76551669999999,2.217154292976717,19788,2B
533,Ryan Bliss,SEA,50.268115,2.765737842016363,sa3016951,2B
534,Christian Arroyo,MIL,49.846759,2.054282705812535,16434,2B
535,Bryce Johnson,SDP,49.741633,1.3500459499951145,20002,DH
536,Willie Calhoun,LAA,49.3854236,2.243925010791285,17838,DH
537,Dane Myers,MIA,49.200610999999995,2.3362668154514585,22054,OF
538,Austin Wynns,CIN,49.1624474,1.9687343782536961,15271,C
539,Hanser Alberto,,49.092906,2.1141871692067853,11902,DH
540,Clint Frazier,,48.881089,1.69881728389913,15983,DH
541,Hunter Dozier,,48.81458500000001,2.5298691909428723,15117,DH
542,Luken Baker,STL,48.800919500000006,2.2560326702509794,21497,1B
543,Ryan McKenna,BAL,48.757234,2.004705074543406,19928,OF
544,Kody Clemens,PHI,48.509315,2.0342917830393614,20572,1B
545,David Villar,SFG,48.3222731,2.250478441691505,24782,2B
546,Jose Herrera,ARI,48.264416600000004,1.774270527600506,17040,C
547,Nathan Lukes,TOR,47.810031,1.4339969226523976,18123,OF
548,Jeter Downs,NYY,47.080417000000004,1.3387060332228182,22202,2B
549,Blake Perkins,MIL,47.055624,2.262202607592016,19921,OF
550,Kyle Lewis,,46.776762600000005,2.6551154867859417,19508,DH
551,Brad Miller,SDP,46.642421999999996,2.179114570436781,12775,DH
552,Trey Cabbage,HOU,46.013476,2.426218474988268,21078,OF
553,Tyler Naquin,,45.91221,2.1884111784248583,13359,OF
554,Everson Pereira,NYY,45.763430500000005,2.673550455392561,23695,OF
555,Jonah Bride,,45.6192199,2.260671468569588,24703,3B
556,Grae Kessinger,HOU,45.1383333,2.03917369757314,25813,SS
557,Cam Gallagher,PHI,45.0400533,1.3350264189085044,12981,C
558,Kyle Garlick,,44.649589,1.7347326194897934,18063,OF
559,Curt Casali,,44.2961912,1.9197031875013544,12510,C
560,Canaan Smith-Njigba,PIT,43.864768,2.4163522885646134,23264,OF
561,Yasiel Puig,,43.6056878,3.0313725460207994,14225,OF
562,Jorge Alfaro,CHC,43.0051976,2.1554869358193622,12180,DH
563,Justyn-Henry Malloy,DET,42.56559609999999,2.692712798193285,sa3017073,3B
564,Danny Mendick,,42.22943,1.95360100295149,18889,DH
565,Brett Sullivan,SDP,42.1946284,2.104501733193015,18217,C
566,Kyren Paris,,42.0823653,2.6585276135243725,26420,SS
567,Blaze Alexander,ARI,41.865804000000004,2.2097203660892424,sa3007742,SS
568,Luke Williams,ATL,41.741845,1.5129174021304588,19931,3B/OF
569,Jonathan Davis,MIA,41.401847,2.3002176219922106,15104,OF
570,Tommy La Stella,,40.407361099999996,2.018359787011923,12371,DH
571,Brett Wisely,,40.076305500000004,2.151147357516291,27735,2B
572,Leury García,ATL,39.860467,2.223066245036363,5913,2B
573,Otto Lopez,SFG,39.61654,2.5458374300347657,19608,SS
574,Darin Ruf,,38.888723,2.4690312115094026,9929,DH
575,Juan Brito,,38.635879,1.9994141360823037,sa3009808,2B
576,Darick Hall,PHI,38.4891158,2.5250189134756056,19717,1B
577,Austin Nola,KCR,38.4517727,2.0555739945793086,15941,C
578,Zach DeLoach,,37.7885926,2.3371881324064225,sa3014547,OF
579,Tim Locastro,,37.234358799999995,1.8124906927839868,15124,DH
580,Nate Eaton,KCR,37.070812000000004,1.6412527615564776,25055,OF
581,Chad Wallach,LAA,36.873838,1.9289616497261441,17161,C
582,George Valera,,36.81635300000001,2.4625993632192213,sa3006872,OF
583,Jimmy Herron,COL,36.278476000000005,2.66806468931332,sa3008183,OF
584,Addison Barger,TOR,36.146984700000004,2.592705726663702,sa3006910,SS
585,Roberto Pérez,BOS,36.1121602,2.2521959436704044,2900,C
586,Diego Castillo,BAL,35.7956375,1.2172405907396828,19906,2B/SS/ OF
587,Ryan Kreidler,DET,35.74410339999999,2.1597123574052586,25867,SS
588,Jonatan Clase,SEA,35.367446,2.206452389716204,sa3008787,OF
589,Weston Wilson,PHI,34.7688975,2.0734773442904513,19358,OF
590,Tyler Nevin,BAL,34.62639089999999,2.150240065824199,17893,3B
591,Billy McKinney,PIT,34.590724,2.3057715740777773,15654,OF
592,Adam Haseley,,34.543376,1.0672801537425307,19878,OF
593,Evan White,LAA,34.4965085,2.8236018482139933,20078,1B
594,Terrin Vavra,BAL,33.913635,1.531061967278243,24400,DH
595,Thomas Saggese,STL,32.95234630000001,2.6510974762061843,sa3014503,2B
596,Bubba Thompson,CIN,32.852627999999996,2.0584353383458645,22261,OF
597,Lewin Díaz,WSN,32.8123725,1.7980958604589992,18365,1B
598,Bligh Madris,DET,32.58315,1.6354375803083843,20054,OF
599,Andrew Stevenson,,32.427619,1.354893685472785,17932,OF
600,Jake Marisnick,LAA,31.866843000000003,1.910825867961864,11339,OF
601,Michael Siani,STL,31.747896700000002,1.5332703902250557,22557,OF
602,Greg Allen,,31.554861000000002,1.630750598194306,16623,OF
603,Ben Rortvedt,NYY,31.2934886,1.9946006208131761,20287,C
604,David Hensley,HOU,31.2436157,2.167888960588398,25111,DH
605,Jonathan Araúz,LAD,31.1633604,1.480916035032528,20275,DH
606,Samad Taylor,SEA,31.0226308,2.5555745683405826,22274,OF
607,Jake Lamb,PIT,30.690991400000005,2.083315779470262,13329,DH
608,Irving Lopez,,30.551936800000004,1.4684689382032465,20463,2B
609,Moisés Gómez,STL,30.1541767,2.107003975851419,sa875163,OF
610,Mike Brosseau,KCR,29.909454800000002,2.1116680292857195,19683,DH
611,Drew Millas,WSN,29.8039309,2.1202500497979626,25643,C
612,Tirso Ornelas,SDP,29.765426700000006,2.2288186045466802,sa3004048,OF
613,Jared Young,STL,29.7527028,2.4895575935068197,20404,1B
614,Julio Carreras,,29.402146,2.6297937461987044,sa3005598,SS
615,Andy Pages,,29.106223400000005,2.1905295583000313,sa3005625,OF
616,José Tena,CLE,28.773132699999998,1.9444853250255112,23691,SS
617,Jorbit Vivas,NYY,28.591357499999997,2.660255080203952,sa3005511,2B
618,Donny Sands,DET,28.575351,1.489999061429443,18603,C
619,Heliot Ramos,,28.343224399999997,2.2329983218964933,22515,OF
620,Bradley Zimmer,COL,28.216321700000005,2.1303536984046696,16221,OF
621,Mark Mathias,CIN,28.0777451,1.9647977033533002,18032,DH
622,Sandy León,KCR,27.665372299999998,1.2668629159664249,5273,DH
623,Osleivis Basabe,TBR,27.464719900000002,2.2797406804844242,23985,SS
624,Nathan Martorella,SDP,27.233009499999998,2.4333219707461775,sa3019978,1B
625,Carlos Pérez,,26.884859699999996,1.578973130594122,20805,C
626,Derek Hill,TEX,26.857308999999997,2.096163854330893,16947,DH
627,Alika Williams,PIT,26.2503891,1.893762514879342,27604,SS
628,Adam Engel,,26.197956,1.2924624811295622,15082,OF
629,P.J. Higgins,CIN,26.182190400000003,1.8032556717219723,18433,C/1B
630,Conner Capel,CIN,26.174888000000003,1.8945893048438,19983,OF
631,Tyler Heineman,BOS,26.173048,1.7704708755267842,13897,DH
632,Jhonkensy Noel,,25.592094799999998,1.8384861424404821,sa3005579,3B
633,Jacob Amaya,,25.099538799999998,2.4189062487953428,23296,SS
634,Austin Martin,,24.8891911,2.5399855188566125,sa3014454,DH
635,Drew Romo,COL,24.805169199999998,2.4809138662185948,sa3014522,C
636,Damiano Palmegiani,TOR,24.049053,2.1271617856479477,sa3017326,3B
637,Tristan Gray,MIA,24.048553,1.953832585876312,19877,2B
638,Jonathan Ornelas,,24.0296781,1.7018426677431693,24597,SS
639,Jace Jung,DET,23.9890268,2.595015809793526,sa3019992,2B
640,Rob Brantly,TBR,23.9137922,1.7629429475034464,10655,C
641,Gilberto Celestino,PIT,23.900562,2.1319800187324383,20233,OF
642,Luisangel Acuña,,23.6470011,2.1744968688791415,sa3008765,SS
643,Jordan Groshans,,23.5549429,2.1733862556399304,23794,3B
644,Travis Blankenhorn,WSN,23.2494327,1.9522081650474838,18395,2B
645,Tyler Fitzgerald,SFG,23.1907858,2.2189803752715025,26208,OF
646,TJ Hopkins,DET,23.078020999999996,1.3954119781116787,25482,OF
647,Angel Martínez,CLE,23.0218749,2.3241295975302836,sa3008762,SS
648,José Fermín,STL,22.611708200000002,2.205202773605883,21746,DH
649,Johnathan Rodriguez,,22.3272812,2.6112221610172965,sa3004147,OF
650,Brett Harris,OAK,22.2545531,2.523913079473954,sa3017293,3B
651,Michael Pérez,BAL,21.9674682,1.992459905852902,12977,C
652,Andre Lipcius,,21.914362800000003,1.9977904515329148,25822,3B
653,Ronny Mauricio,NYM,21.8986899,3.1094918871485104,23698,2B
654,Rafael Marchán,PHI,21.835106600000003,2.3361900227465804,21646,C
655,Kenedy Corona,,21.818218,2.698287523420254,sa3009845,OF
656,David Hamilton,BOS,21.688948,2.3344417356861857,27531,SS
657,Charles Leblanc,LAA,21.184269200000003,1.9030920540807619,19813,2B
658,Anthony Bemboom,DET,21.071725,1.3156014309974526,13854,C
659,Connor Norby,BAL,20.9990418,1.9168804359732718,sa3017019,2B
660,Peyton Burdick,,20.9307334,2.2034971949295024,25459,OF
661,Wander Franco,TBR,20.814377000000004,3.6564240981633898,23667,SS
662,Símon Muzziotti,PHI,20.716435999999998,1.9522259392934211,19553,OF
663,Eli White,ATL,20.464543000000003,2.41941426759213,19346,OF
664,Brady House,WSN,19.848698699999996,2.487801291234719,sa3017694,3B
665,Jose Iglesias,NYM,19.7550475,2.180158399080043,10231,SS
666,Victor Reyes,,19.646234999999994,2.0546457488396603,15487,OF
667,Ehire Adrianza,,19.623981799999996,1.9183527997184637,8418,3B
668,Aaron Schunk,COL,19.4542363,2.548150380174599,sa3009957,3B
669,Jacob Hurtubise,,19.3962083,2.6937232727636338,sa3014820,OF
670,Niko Goodrum,MIN,19.0098675,2.946096975464002,12092,SS
671,Coco Montes,COL,18.8034293,2.2715875380240313,21547,2B
672,Vinny Capra,MIL,18.399751199999997,1.7396495315173917,25040,SS
673,Pedro Pagés,STL,18.0856668,2.333854259820602,sa3010339,C
674,Dillon Dingler,DET,18.054679200000002,2.4696711606224424,sa3014528,C
675,Austin Shenton,,17.9385104,2.392298984855516,sa3009869,DH
676,Jahmai Jones,NYY,17.587562400000003,1.938925031805424,18872,2B
677,Logan Porter,KCR,17.5463889,1.9755575934445277,20626,C
678,Cooper Hummel,,17.495871400000002,2.074870871070305,19458,OF
679,Ali Sánchez,PIT,17.482802200000005,2.1264606065766194,18551,C
680,Oliver Dunn,MIL,17.1385292,2.530191316004317,sa3010595,2B
681,Taylor Kohlwey,NYM,17.1099465,1.6313675975629525,19212,OF
682,Manny Piña,,16.8739808,2.431868378613254,2829,C
683,Brennen Davis,,16.8464606,1.9341605013111425,sa3007876,OF
684,Jorge Barrosa,,16.221262099999997,2.611442460167331,sa3005524,OF
685,César Salazar,HOU,16.192458000000002,1.5834441282600407,21587,C
686,Lazaro Armenteros,,15.878295800000002,2.6954213321020437,sa969091,OF
687,Tomás Nido,NYM,15.4695039,1.6560297581069914,13755,DH
688,Livan Soto,LAA,14.9592524,1.8367306034747375,22471,SS
689,Chadwick Tromp,ATL,14.8698122,2.1664836520935897,16953,C
690,Brian Serven,TOR,14.650806,1.7620090849722723,19422,C
691,Jair Camargo,,13.400006000000001,2.3652773904294566,sa917333,C
692,Mason McCoy,SDP,13.3893305,0.9177877740991316,22232,SS
693,Hoy Park,OAK,13.370156399999999,2.281546040787491,18027,2B
694,Leo Jimenez,,13.2059908,2.3884478333764383,sa3006891,SS
695,Luis Liberato,ATL,13.103031099999999,1.5570782066608517,17307,OF
